id,rank_id,attachment_id,attachment_filename,created_at,updated_at
138,283,986291335612997672,message.txt,2022-07-01 19:11:00.282382,2022-07-01 19:11:00.282382
139,283,986291336086962216,message.txt,2022-07-01 19:11:00.290077,2022-07-01 19:11:00.290077
